Record_ID,Plant_ID,Stack_ID,Flow_Rate_m3_hr,TS,PM2.5,SO2,NOx,Unit,Status,Lat,Lon,Source_Type,Exceedance_Flag
E00620,LOC-BLR-01,A-01,0.0,2025-01-01 15:15:00,73.2,231.60000000000002,81.39999999999999,ug/m3,OK,12.9723,77.594,Ambient,EXCEEDANCE
E00630,LOC-BLR-01,A-01,,2025-01-01 15:30:00,44.699999999999996,69.6,137.3,ug/m3,FAULT,12.9725,77.5952,Ambient,EXCEEDANCE
E00640,LOC-BLR-01,A-01,,2025-01-01 15:45:00,,,,ug/m3,MAINT,12.9716,77.5953,Ambient,OK
E00650,LOC-BLR-01,A-01,,2025-01-01 16:00:00,383.3647793505412,102.6,127.6,ug/m3,FAULT,12.9709,77.5954,Ambient,EXCEEDANCE
E00660,LOC-BLR-01,A-01,,2025-01-01 16:15:00,409.6,448.7,466.1,ug/m3,ERROR,12.9712,77.594,Ambient,EXCEEDANCE
E00670,LOC-BLR-01,A-01,0.0,2025-01-01 16:30:00,169.10000000000002,123.89999999999999,14.8,ug/m3,OK,12.9719,77.5944,Ambient,EXCEEDANCE
E00680,LOC-BLR-01,A-01,0.0,2025-01-01 16:45:00,117.7,97.3,128.20000000000002,ug/m3,FAULT,12.9709,77.5937,Ambient,EXCEEDANCE
E00690,LOC-BLR-01,A-01,0.0,2025-01-01 17:00:00,142.5,115.2,136.9,ug/m3,OK,12.9715,77.5945,Ambient,EXCEEDANCE
E00700,LOC-BLR-01,A-01,0.0,2025-01-01 17:15:00,,,,ug/m3,MAINT,12.9726,77.5943,Ambient,OK
E00710,LOC-BLR-01,A-01,,2025-01-01 17:30:00,145.4,96.3,26.8,ug/m3,FAULT,12.9712,77.5955,Ambient,EXCEEDANCE
E00720,LOC-BLR-01,A-01,0.0,2025-01-01 17:45:00,116.5,27.6,35.4,ug/m3,FAULT,12.9721,77.5937,Ambient,EXCEEDANCE
E00730,LOC-BLR-01,A-01,,2025-01-01 18:00:00,409.6,448.7,466.1,ug/m3,OK,12.9716,77.28031784511784,Ambient,EXCEEDANCE
E00740,LOC-BLR-01,A-01,,2025-01-01 18:15:00,223.3,198.4,17.900000000000002,ug/m3,OK,12.9718,77.5956,Ambient,EXCEEDANCE
E00750,LOC-BLR-01,A-01,,2025-01-01 18:30:00,,,,ug/m3,MAINT,12.9723,77.5943,Ambient,OK
E00760,LOC-BLR-01,A-01,0.0,2025-01-01 18:45:00,171.4,168.20000000000002,407.66356460324056,ug/m3,OK,12.9724,77.5944,Ambient,EXCEEDANCE
E00770,LOC-BLR-01,A-01,0.0,2025-01-01 19:00:00,14.8,79.1,146.8,ug/m3,FAULT,12.9715,77.5945,Ambient,EXCEEDANCE
E00780,LOC-BLR-01,A-01,,2025-01-01 19:15:00,132.5,63.8,31.2,ug/m3,FAULT,12.9724,77.594,Ambient,EXCEEDANCE
E00790,LOC-BLR-01,A-01,,2025-01-01 19:30:00,,,,ug/m3,MAINT,12.9722,77.5946,Ambient,OK
E00800,LOC-BLR-01,A-01,,2025-01-01 19:45:00,,,,ug/m3,MAINT,12.971,77.5948,Ambient,OK
E00820,LOC-BLR-01,A-01,0.0,2025-01-01 20:15:00,383.3647793505412,221.70000000000002,171.8,ug/m3,FAULT,12.9718,77.5944,Ambient,EXCEEDANCE
E00830,LOC-BLR-01,A-01,,2025-01-01 20:30:00,,,,ug/m3,MAINT,12.9717,77.5948,Ambient,OK
E00840,LOC-BLR-01,A-01,0.0,2025-01-01 20:45:00,170.0,96.6,105.1,ug/m3,FAULT,12.9721,77.5942,Ambient,EXCEEDANCE
E00850,LOC-BLR-01,A-01,,2025-01-01 21:00:00,409.6,448.7,466.1,ug/m3,FAULT,12.971,77.5945,Ambient,EXCEEDANCE
E00860,LOC-BLR-01,A-01,,2025-01-01 21:15:00,,,,ug/m3,MAINT,12.9723,77.5953,Ambient,OK
E00870,LOC-BLR-01,A-01,0.0,2025-01-01 21:30:00,139.3,208.8,67.3,ug/m3,ERROR,12.9722,77.5954,Ambient,EXCEEDANCE
E00890,LOC-BLR-01,A-01,0.0,2025-01-01 22:00:00,,,,ug/m3,MAINT,12.971,77.5953,Ambient,OK
E00900,LOC-BLR-01,A-01,,2025-01-01 22:15:00,112.8,204.20000000000002,93.7,ug/m3,FAULT,12.9723,77.5942,Ambient,EXCEEDANCE
E00910,LOC-BLR-01,A-01,,2025-01-01 22:30:00,,,,ug/m3,MAINT,12.9724,77.595,Ambient,OK
E00920,LOC-BLR-01,A-01,,2025-01-01 22:45:00,137.0,103.8,407.66356460324056,ug/m3,FAULT,12.9716,77.5949,Ambient,EXCEEDANCE
E00930,LOC-BLR-01,A-01,,2025-01-01 23:00:00,220.70000000000002,116.3,97.0,ug/m3,OK,12.9713,77.5951,Ambient,EXCEEDANCE
E00940,LOC-BLR-01,A-01,0.0,2025-01-01 23:15:00,74.8,400.68591194968553,67.89999999999999,ug/m3,OK,12.9709,77.5954,Ambient,EXCEEDANCE
E00950,LOC-BLR-01,A-01,,2025-01-01 23:30:00,,,,ug/m3,MAINT,12.9717,77.5955,Ambient,OK
E00960,LOC-BLR-01,A-01,0.0,2025-01-01 23:45:00,83.1,179.60000000000002,14.8,ug/m3,OFFLINE,12.972,77.5939,Ambient,EXCEEDANCE
E00970,LOC-BLR-01,A-01,0.0,2025-01-02 00:00:00,,,,ug/m3,MAINT,12.9716,77.5941,Ambient,OK
E00980,LOC-BLR-01,A-01,,2025-01-02 00:15:00,107.2,60.199999999999996,407.66356460324056,ug/m3,OK,12.9707,77.595,Ambient,EXCEEDANCE
E00990,LOC-BLR-01,A-01,,2025-01-02 00:30:00,409.6,448.7,466.1,ug/m3,FAULT,12.9725,77.5946,Ambient,EXCEEDANCE
E01000,LOC-BLR-01,A-01,,2025-01-02 00:45:00,,,,ug/m3,MAINT,12.9714,77.5952,Ambient,OK
E01010,LOC-BLR-01,A-01,,2025-01-02 01:00:00,,,,ug/m3,MAINT,12.9717,77.5955,Ambient,OK
E01020,LOC-BLR-01,A-01,,2025-01-02 01:15:00,76.0,181.20000000000002,129.20000000000002,ug/m3,FAULT,12.9707,77.5956,Ambient,EXCEEDANCE
E01030,LOC-BLR-01,A-01,0.0,2025-01-02 01:30:00,409.6,448.7,466.1,ug/m3,OK,12.9717,77.5938,Ambient,EXCEEDANCE
E01040,LOC-BLR-01,A-01,0.0,2025-01-02 01:45:00,194.0,400.68591194968553,150.4,ug/m3,OK,12.9717,77.5938,Ambient,EXCEEDANCE
E01050,LOC-BLR-01,A-01,,2025-01-02 02:00:00,409.6,140.20000000000002,407.66356460324056,ug/m3,FAULT,12.9707,77.5945,Ambient,EXCEEDANCE
E01060,LOC-BLR-01,A-01,,2025-01-02 02:15:00,68.39999999999999,131.4,153.70000000000002,ug/m3,FAULT,12.9724,77.5942,Ambient,EXCEEDANCE
E01070,LOC-BLR-01,A-01,0.0,2025-01-02 02:30:00,209.3,448.7,125.3,ug/m3,OK,12.9722,77.5939,Ambient,EXCEEDANCE
E01080,LOC-BLR-01,A-01,,2025-01-02 02:45:00,,,,ug/m3,MAINT,12.9723,77.5947,Ambient,OK
E01090,LOC-BLR-01,A-01,0.0,2025-01-02 03:00:00,182.9,189.9,144.20000000000002,ug/m3,FAULT,12.9712,77.5948,Ambient,EXCEEDANCE
E01100,LOC-BLR-01,A-01,0.0,2025-01-02 03:15:00,116.5,182.20000000000002,134.60000000000002,ug/m3,DOWN,12.9724,77.594,Ambient,EXCEEDANCE
E01110,LOC-BLR-01,A-01,0.0,2025-01-02 03:30:00,186.3,400.68591194968553,70.0,ug/m3,FAULT,12.9721,77.5952,Ambient,EXCEEDANCE
E01120,LOC-BLR-01,A-01,,2025-01-02 03:45:00,383.3647793505412,52.699999999999996,165.5,ug/m3,FAULT,12.9721,77.5944,Ambient,EXCEEDANCE
E01130,LOC-BLR-01,A-01,,2025-01-02 04:00:00,,,,ug/m3,MAINT,12.9711,77.5948,Ambient,OK
E01140,LOC-BLR-01,A-01,,2025-01-02 04:15:00,148.5,145.60000000000002,255.8,ug/m3,FAULT,12.9724,77.5943,Ambient,EXCEEDANCE
E01150,LOC-BLR-01,A-01,0.0,2025-01-02 04:30:00,45.5,139.3,92.5,ug/m3,FAULT,12.9717,77.5939,Ambient,EXCEEDANCE
E01160,LOC-BLR-01,A-01,0.0,2025-01-02 04:45:00,114.7,180.4,407.66356460324056,ug/m3,OK,12.971,77.5937,Ambient,EXCEEDANCE
E01170,LOC-BLR-01,A-01,,2025-01-02 05:00:00,127.6,400.68591194968553,83.5,ug/m3,FAULT,12.9717,77.5954,Ambient,EXCEEDANCE
E01190,LOC-BLR-01,A-01,,2025-01-02 05:30:00,158.9,53.0,89.0,ug/m3,FAULT,12.9723,77.5944,Ambient,EXCEEDANCE
E01200,LOC-BLR-01,A-01,,2025-01-02 05:45:00,166.4,33.099999999999994,240.9,ug/m3,FAULT,12.9712,77.5947,Ambient,EXCEEDANCE
E01210,LOC-BLR-01,A-01,0.0,2025-01-02 06:00:00,157.3,34.599999999999994,116.8,ug/m3,DOWN,12.9722,77.5946,Ambient,EXCEEDANCE
E01220,LOC-BLR-01,A-01,0.0,2025-01-02 06:15:00,47.699999999999996,161.9,407.66356460324056,ug/m3,OK,12.9706,77.5949,Ambient,EXCEEDANCE
E01230,LOC-BLR-01,A-01,,2025-01-02 06:30:00,149.4,171.3,407.66356460324056,ug/m3,ERROR,12.9714,77.5937,Ambient,EXCEEDANCE
E01240,LOC-BLR-01,A-01,0.0,2025-01-02 06:45:00,63.8,137.60000000000002,118.1,ug/m3,FAULT,12.9716,77.5941,Ambient,EXCEEDANCE
E01250,LOC-BLR-01,A-01,,2025-01-02 07:00:00,114.7,400.68591194968553,95.89999999999999,ug/m3,ERROR,12.9725,77.5955,Ambient,EXCEEDANCE
E01260,LOC-BLR-01,A-01,,2025-01-02 07:15:00,166.3,117.0,160.60000000000002,ug/m3,FAULT,12.9719,77.5939,Ambient,EXCEEDANCE
E01270,LOC-BLR-01,A-01,0.0,2025-01-02 07:30:00,,,,ug/m3,MAINT,12.9712,77.5947,Ambient,OK
E01290,LOC-BLR-01,A-01,,2025-01-02 08:00:00,53.699999999999996,121.3,69.89999999999999,ug/m3,ERROR,12.9725,77.5943,Ambient,EXCEEDANCE
E01300,LOC-BLR-01,A-01,0.0,2025-01-02 08:15:00,61.699999999999996,55.5,181.3,ug/m3,FAULT,12.9714,77.5947,Ambient,EXCEEDANCE
E01310,LOC-BLR-01,A-01,0.0,2025-01-02 08:30:00,,,,ug/m3,MAINT,12.9716,77.5947,Ambient,OK
E01320,LOC-BLR-01,A-01,0.0,2025-01-02 08:45:00,,,,ug/m3,MAINT,12.9724,77.5946,Ambient,OK
E01340,LOC-BLR-01,A-01,,2025-01-02 09:15:00,,,,ug/m3,MAINT,12.9712,77.5951,Ambient,OK
E01350,LOC-BLR-01,A-01,0.0,2025-01-02 09:30:00,,,,ug/m3,MAINT,12.9724,77.5953,Ambient,OK
E01360,LOC-BLR-01,A-01,,2025-01-02 09:45:00,,,,ug/m3,MAINT,12.9712,77.5953,Ambient,OK
E01380,LOC-BLR-01,A-01,,2025-01-02 10:15:00,,,,ug/m3,MAINT,12.972,77.5953,Ambient,OK
E01390,LOC-BLR-01,A-01,0.0,2025-01-02 10:30:00,383.3647793505412,35.599999999999994,81.5,ug/m3,OK,12.9724,77.5952,Ambient,EXCEEDANCE
E01400,LOC-BLR-01,A-01,0.0,2025-01-02 10:45:00,122.1,14.8,133.70000000000002,ug/m3,OK,12.9717,77.5955,Ambient,EXCEEDANCE
E01410,LOC-BLR-01,A-01,0.0,2025-01-02 11:00:00,132.9,400.68591194968553,407.66356460324056,ug/m3,ERROR,12.9713,77.5944,Ambient,EXCEEDANCE
E01420,LOC-BLR-01,A-01,,2025-01-02 11:15:00,409.6,448.7,466.1,ug/m3,DOWN,12.9722,77.5947,Ambient,EXCEEDANCE
E01430,LOC-BLR-01,A-01,,2025-01-02 11:30:00,,,,ug/m3,MAINT,12.971,77.594,Ambient,OK
E01450,LOC-BLR-01,A-01,0.0,2025-01-02 12:00:00,,,,ug/m3,MAINT,12.9714,77.5941,Ambient,OK
E01460,LOC-BLR-01,A-01,,2025-01-02 12:15:00,204.20000000000002,18.3,61.0,ug/m3,OK,12.9718,77.5955,Ambient,EXCEEDANCE
E01470,LOC-BLR-01,A-01,0.0,2025-01-02 12:30:00,187.3,400.68591194968553,169.9,ug/m3,OK,12.9711,77.5947,Ambient,EXCEEDANCE
E01480,LOC-BLR-01,A-01,,2025-01-02 12:45:00,,,,ug/m3,MAINT,77.5946,12.9716,Ambient,OK
E01490,LOC-BLR-01,A-01,0.0,2025-01-02 13:00:00,,,,ug/m3,MAINT,12.9723,77.5951,Ambient,OK
E01510,LOC-BLR-01,A-01,0.0,2025-01-02 13:30:00,,,,ug/m3,MAINT,12.9721,77.5952,Ambient,OK
E01520,LOC-BLR-01,A-01,,2025-01-02 13:45:00,,,,ug/m3,MAINT,12.9715,77.5947,Ambient,OK
E01530,LOC-BLR-01,A-01,,2025-01-02 14:00:00,158.70000000000002,89.2,75.6,ug/m3,OK,12.9709,77.5945,Ambient,EXCEEDANCE
E01540,LOC-BLR-01,A-01,0.0,2025-01-02 14:15:00,,,,ug/m3,MAINT,12.9724,77.5951,Ambient,OK
E01550,LOC-BLR-01,A-01,0.0,2025-01-02 14:30:00,143.20000000000002,160.20000000000002,199.4,ug/m3,OK,12.9718,77.5942,Ambient,EXCEEDANCE
E01570,LOC-BLR-01,A-01,0.0,2025-01-02 15:00:00,212.4,160.10000000000002,198.10000000000002,ug/m3,ERROR,12.971,77.5943,Ambient,EXCEEDANCE
E01580,LOC-BLR-01,A-01,,2025-01-02 15:15:00,191.9,104.6,107.89999999999999,ug/m3,ERROR,12.9721,77.5951,Ambient,EXCEEDANCE
E01590,LOC-BLR-01,A-01,,2025-01-02 15:30:00,80.1,60.8,75.8,ug/m3,UNKNOWN,12.9716,77.5946,Ambient,EXCEEDANCE
E01600,LOC-BLR-01,A-01,,2025-01-02 15:45:00,383.3647793505412,97.39999999999999,99.7,ug/m3,OK,12.9708,77.5944,Ambient,EXCEEDANCE
E01610,LOC-BLR-01,A-01,0.0,2025-01-02 16:00:00,169.5,230.60000000000002,106.1,ug/m3,OK,12.9708,77.5947,Ambient,EXCEEDANCE
E01620,LOC-BLR-01,A-01,0.0,2025-01-02 16:15:00,,,,ug/m3,MAINT,12.9719,77.5946,Ambient,OK
E01630,LOC-BLR-01,A-01,0.0,2025-01-02 16:30:00,,,,ug/m3,MAINT,12.9715,77.5953,Ambient,OK
E01640,LOC-BLR-01,A-01,,2025-01-02 16:45:00,92.6,128.8,236.60000000000002,ug/m3,OFFLINE,12.9726,77.5944,Ambient,EXCEEDANCE
E01650,LOC-BLR-01,A-01,,2025-01-02 17:00:00,,,,ug/m3,MAINT,12.9715,77.5948,Ambient,OK
E01660,LOC-BLR-01,A-01,,2025-01-02 17:15:00,,,,ug/m3,MAINT,12.9719,77.5942,Ambient,OK
E01670,LOC-BLR-01,A-01,,2025-01-02 17:30:00,,,,ug/m3,MAINT,12.9721,77.5937,Ambient,OK
E01690,LOC-BLR-01,A-01,0.0,2025-01-02 18:00:00,103.0,448.7,153.60000000000002,ug/m3,FAULT,12.9711,77.5946,Ambient,EXCEEDANCE
E01700,LOC-BLR-01,A-01,,2025-01-02 18:15:00,,,,ug/m3,MAINT,12.9711,77.5952,Ambient,OK
E01710,LOC-BLR-01,A-01,,2025-01-02 18:30:00,121.39999999999999,87.2,154.5,ug/m3,FAULT,12.9716,77.595,Ambient,EXCEEDANCE
E01720,LOC-BLR-01,A-01,,2025-01-02 18:45:00,383.3647793505412,400.68591194968553,209.20000000000002,ug/m3,OFFLINE,12.971,77.5952,Ambient,EXCEEDANCE
E01730,LOC-BLR-01,A-01,0.0,2025-01-02 19:00:00,,,,ug/m3,MAINT,12.9708,77.5955,Ambient,OK
E01740,LOC-BLR-01,A-01,0.0,2025-01-02 19:15:00,409.6,74.0,132.70000000000002,ug/m3,FAULT,12.9709,77.5941,Ambient,EXCEEDANCE
E01750,LOC-BLR-01,A-01,,2025-01-02 19:30:00,129.5,88.6,161.0,ug/m3,ERROR,12.9718,77.5942,Ambient,EXCEEDANCE
E01760,LOC-BLR-01,A-01,,2025-01-02 19:45:00,,,,ug/m3,MAINT,12.972,77.5952,Ambient,OK
E01770,LOC-BLR-01,A-01,0.0,2025-01-02 20:00:00,383.3647793505412,143.5,105.39999999999999,ug/m3,OK,12.9714,77.5954,Ambient,EXCEEDANCE
E01810,LOC-BLR-01,A-01,,2025-01-02 21:00:00,226.4,103.6,29.0,ug/m3,OK,12.9724,77.5945,Ambient,EXCEEDANCE
E01820,LOC-BLR-01,A-01,,2025-01-02 21:15:00,166.8,100.7,123.0,ug/m3,OK,12.9716,77.5951,Ambient,EXCEEDANCE
E01830,LOC-BLR-01,A-01,0.0,2025-01-02 21:30:00,,,,ug/m3,MAINT,12.972,77.5944,Ambient,OK
E01840,LOC-BLR-01,A-01,,2025-01-02 21:45:00,,,,ug/m3,MAINT,12.9723,77.5954,Ambient,OK
E01850,LOC-BLR-01,A-01,,2025-01-02 22:00:00,,,,ug/m3,MAINT,12.971,77.5937,Ambient,OK
E01860,LOC-BLR-01,A-01,0.0,2025-01-02 22:15:00,81.3,400.68591194968553,46.599999999999994,ug/m3,ERROR,12.9716,77.5941,Ambient,EXCEEDANCE
E01870,LOC-BLR-01,A-01,,2025-01-02 22:30:00,66.0,197.8,126.5,ug/m3,OK,12.9708,77.5951,Ambient,EXCEEDANCE
E01880,LOC-BLR-01,A-01,,2025-01-02 22:45:00,409.6,448.7,466.1,ug/m3,FAULT,12.9714,77.5948,Ambient,EXCEEDANCE
E01890,LOC-BLR-01,A-01,0.0,2025-01-02 23:00:00,,,,ug/m3,MAINT,12.972,77.594,Ambient,OK
E01900,LOC-BLR-01,A-01,0.0,2025-01-02 23:15:00,,,,ug/m3,MAINT,12.9707,77.5954,Ambient,OK
E01910,LOC-BLR-01,A-01,,2025-01-02 23:30:00,205.10000000000002,118.5,174.0,ug/m3,OK,12.9709,77.5955,Ambient,EXCEEDANCE
E01920,LOC-BLR-01,A-01,,2025-01-02 23:45:00,165.4,121.3,42.599999999999994,ug/m3,FAULT,12.9714,77.5943,Ambient,EXCEEDANCE
E01930,LOC-BLR-01,A-01,,2025-01-03 00:00:00,60.199999999999996,400.68591194968553,82.3,ug/m3,OK,12.9707,77.5955,Ambient,EXCEEDANCE
E01940,LOC-BLR-01,A-01,,2025-01-03 00:15:00,140.4,53.599999999999994,96.5,ug/m3,OK,12.9719,77.594,Ambient,EXCEEDANCE
E02110,LOC-BLR-01,A-01,,2025-01-03 00:30:00,193.70000000000002,139.9,48.099999999999994,ug/m3,OFFLINE,12.9715,77.5946,Ambient,EXCEEDANCE
