Location_ID,TS,Wind_Speed_kmh,Wind_Dir_deg,Temp_C,Humidity_RH
LOC-DEL-01,2025-01-07 09:00,18.7,275,16.1,53.8
LOC-DEL-01,2025-01-07 10:00,15.0,280,17.1,60.6
LOC-DEL-01,2025-01-07 11:00,17.6,330,16.5,57.9
LOC-DEL-01,2025-01-07 12:00,11.2,264,20.4,52.4
LOC-DEL-01,2025-01-07 13:00,8.9,338,17.8,61.0
LOC-DEL-01,2025-01-07 14:00,9.0,195,16.7,54.9
LOC-DEL-01,2025-01-07 15:00,7.0,211,16.9,59.8
LOC-DEL-01,2025-01-07 16:00,7.5,202,13.5,70.8
LOC-DEL-01,2025-01-07 17:00,1.1,267,11.7,64.8
LOC-DEL-01,2025-01-07 18:00,8.7,320,9.7,73.5
LOC-DEL-01,2025-01-07 19:00,8.9,272,7.5,68.3
LOC-DEL-01,2025-01-07 20:00,3.2,263,6.0,77.4
LOC-DEL-01,2025-01-07 21:00,2.1,245,3.5,77.9
LOC-DEL-01,2025-01-07 22:00,1.5,337,2.0,83.5
LOC-DEL-01,2025-01-07 23:00,4.7,176,2.0,89.9
LOC-DEL-01,2025-01-08 00:00,0.5,234,2.0,83.1
LOC-DEL-01,2025-01-08 01:00,5.6,327,2.0,93.3
LOC-DEL-01,2025-01-08 02:00,4.0,292,4.2,77.3
LOC-DEL-01,2025-01-08 03:00,6.0,253,2.5,84.2
LOC-DEL-01,2025-01-08 04:00,7.3,322,7.1,79.7
LOC-DEL-01,2025-01-08 05:00,10.7,256,6.3,77.0
LOC-DEL-01,2025-01-08 06:00,12.8,261,10.5,63.7
LOC-DEL-01,2025-01-08 07:00,10.8,206,11.3,71.4
LOC-DEL-01,2025-01-08 08:00,10.6,348,11.7,65.5
LOC-DEL-01,2025-01-08 09:00,14.2,265,12.5,67.9
LOC-DEL-01,2025-01-08 10:00,13.9,319,16.1,59.0
LOC-DEL-01,2025-01-08 11:00,13.1,267,17.9,56.3
LOC-DEL-01,2025-01-08 12:00,10.5,303,18.5,46.4
LOC-DEL-01,2025-01-08 13:00,12.3,285,18.0,54.6
LOC-DEL-01,2025-01-08 14:00,11.4,225,16.1,53.1
LOC-DEL-01,2025-01-08 15:00,11.6,291,16.3,50.9
LOC-DEL-01,2025-01-08 16:00,11.3,315,14.4,67.4
LOC-DEL-01,2025-01-08 17:00,5.2,271,9.3,59.7
LOC-DEL-01,2025-01-08 18:00,5.4,236,10.8,66.4
LOC-DEL-01,2025-01-08 19:00,1.9,209,7.0,66.8
LOC-DEL-01,2025-01-08 20:00,0.9,28,4.5,82.8
LOC-DEL-01,2025-01-08 21:00,0.5,301,5.1,81.5
LOC-DEL-01,2025-01-08 22:00,7.1,265,2.2,83.6
LOC-DEL-01,2025-01-08 23:00,2.1,349,4.0,81.0
LOC-DEL-01,2025-01-09 00:00,4.2,244,2.0,94.1
LOC-DEL-01,2025-01-09 01:00,5.0,199,3.2,89.4
LOC-DEL-01,2025-01-09 02:00,4.9,297,2.0,81.8
LOC-DEL-01,2025-01-09 03:00,7.2,297,4.6,73.9
LOC-DEL-01,2025-01-09 04:00,9.7,290,6.8,82.9
LOC-DEL-01,2025-01-09 05:00,10.4,279,7.8,65.6
LOC-DEL-01,2025-01-09 06:00,8.8,317,10.4,63.6
LOC-DEL-01,2025-01-09 07:00,12.3,271,12.0,69.5
LOC-DEL-01,2025-01-09 08:00,13.4,249,15.4,59.9
LOC-DEL-01,2025-01-09 09:00,14.2,248,15.0,57.8
LOC-DEL-01,2025-01-09 10:00,13.6,250,18.8,52.5
LOC-DEL-01,2025-01-09 11:00,15.9,203,19.9,56.5
LOC-DEL-01,2025-01-09 12:00,13.4,317,18.4,59.4
LOC-DEL-01,2025-01-09 13:00,16.8,253,17.0,62.6
LOC-DEL-01,2025-01-09 14:00,14.2,246,16.3,64.3
LOC-DEL-01,2025-01-09 15:00,6.9,228,15.0,58.0
LOC-DEL-01,2025-01-09 16:00,7.9,280,12.5,58.7
LOC-DEL-01,2025-01-09 17:00,8.4,260,14.4,61.1
LOC-DEL-01,2025-01-09 18:00,2.8,287,9.9,73.4
LOC-DEL-01,2025-01-09 19:00,4.3,20,8.2,76.3
LOC-DEL-01,2025-01-09 20:00,1.6,245,5.0,74.8
LOC-DEL-01,2025-01-09 21:00,5.0,244,3.4,86.6
LOC-DEL-01,2025-01-09 22:00,0.9,298,2.0,85.3
LOC-DEL-01,2025-01-09 23:00,5.3,350,2.6,76.9
LOC-DEL-01,2025-01-10 00:00,3.4,285,2.0,83.1
LOC-DEL-01,2025-01-10 01:00,3.4,234,3.3,94.5
LOC-DEL-01,2025-01-10 02:00,4.9,350,2.0,79.3
LOC-DEL-01,2025-01-10 03:00,6.4,323,3.6,81.7
LOC-DEL-01,2025-01-10 04:00,7.0,316,9.8,74.8
LOC-DEL-01,2025-01-10 05:00,10.7,253,9.0,83.1
LOC-DEL-01,2025-01-10 06:00,12.6,292,10.9,75.5
LOC-DEL-01,2025-01-10 07:00,15.0,299,13.7,72.0
LOC-DEL-01,2025-01-10 08:00,15.6,233,13.7,63.2
LOC-DEL-01,2025-01-10 09:00,13.9,327,16.2,57.4
LOC-DEL-01,2025-01-10 10:00,11.3,303,17.2,57.2
LOC-DEL-01,2025-01-10 11:00,13.2,279,18.7,66.3
LOC-DEL-01,2025-01-10 12:00,13.0,282,18.4,62.9
LOC-DEL-01,2025-01-10 13:00,11.3,278,18.6,56.4
LOC-DEL-01,2025-01-10 14:00,11.3,238,18.5,51.9
LOC-DEL-01,2025-01-10 15:00,8.4,286,17.4,51.8
LOC-DEL-01,2025-01-10 16:00,6.9,354,16.3,62.2
LOC-DEL-01,2025-01-10 17:00,7.3,247,9.9,55.1
LOC-DEL-01,2025-01-10 18:00,5.5,244,8.5,73.5
LOC-DEL-01,2025-01-10 19:00,5.1,265,6.0,78.2
LOC-DEL-01,2025-01-10 20:00,0.5,238,8.8,72.1
LOC-DEL-01,2025-01-10 21:00,1.7,285,4.3,81.8
LOC-DEL-01,2025-01-10 22:00,1.8,320,2.0,90.2
LOC-DEL-01,2025-01-10 23:00,3.3,290,2.8,86.8
LOC-DEL-01,2025-01-11 00:00,3.2,301,3.0,91.6
LOC-DEL-01,2025-01-11 01:00,2.4,351,2.1,91.7
LOC-DEL-01,2025-01-11 02:00,5.3,239,3.0,75.8
LOC-DEL-01,2025-01-11 03:00,5.6,184,5.6,77.3
LOC-DEL-01,2025-01-11 04:00,4.8,304,5.3,65.4
LOC-DEL-01,2025-01-11 05:00,7.6,267,9.1,76.0
LOC-DEL-01,2025-01-11 06:00,14.0,309,10.0,64.2
LOC-DEL-01,2025-01-11 07:00,12.7,178,11.7,66.3
LOC-DEL-01,2025-01-11 08:00,11.2,257,13.6,59.1
LOC-DEL-01,2025-01-11 09:00,12.7,295,18.4,62.6
LOC-DEL-01,2025-01-11 10:00,14.1,240,19.0,61.6
LOC-DEL-01,2025-01-11 11:00,15.6,298,18.8,57.5
LOC-DEL-01,2025-01-11 12:00,15.8,278,19.6,52.3
LOC-DEL-01,2025-01-11 13:00,15.7,278,20.8,52.1
LOC-DEL-01,2025-01-11 14:00,10.4,289,16.0,54.6
LOC-DEL-01,2025-01-11 15:00,9.5,6,16.4,56.5
LOC-DEL-01,2025-01-11 16:00,8.1,275,16.6,64.7
LOC-DEL-01,2025-01-11 17:00,5.9,194,13.0,61.0
LOC-DEL-01,2025-01-11 18:00,4.0,340,10.6,73.2
LOC-DEL-01,2025-01-11 19:00,4.2,317,6.1,66.6
LOC-DEL-01,2025-01-11 20:00,5.0,268,8.5,75.2
LOC-DEL-01,2025-01-11 21:00,3.5,199,4.1,85.0
LOC-DEL-01,2025-01-11 22:00,0.7,287,5.3,89.9
LOC-DEL-01,2025-01-11 23:00,1.1,239,3.0,85.8
LOC-DEL-01,2025-01-12 00:00,3.9,253,2.0,90.9
LOC-DEL-01,2025-01-12 01:00,6.1,191,3.4,70.2
LOC-DEL-01,2025-01-12 02:00,2.4,322,2.5,77.4
LOC-DEL-01,2025-01-12 03:00,6.4,291,3.6,82.3
LOC-DEL-01,2025-01-12 04:00,10.0,247,6.1,71.1
LOC-DEL-01,2025-01-12 05:00,12.6,308,5.6,71.7
LOC-DEL-01,2025-01-12 06:00,10.4,3,9.5,68.3
LOC-DEL-01,2025-01-12 07:00,14.3,280,12.6,68.3
LOC-DEL-01,2025-01-12 08:00,13.1,268,13.6,61.5
LOC-DEL-01,2025-01-12 09:00,15.3,266,16.7,59.7
LOC-DEL-01,2025-01-12 10:00,15.8,285,17.0,47.0
LOC-DEL-01,2025-01-12 11:00,18.0,263,19.2,41.0
LOC-DEL-01,2025-01-12 12:00,14.4,222,19.7,49.8
LOC-DEL-01,2025-01-12 13:00,11.9,279,16.8,65.1
LOC-DEL-01,2025-01-12 14:00,11.3,286,18.2,59.5
LOC-DEL-01,2025-01-12 15:00,10.0,317,19.3,59.1
LOC-DEL-01,2025-01-12 16:00,9.3,218,15.7,68.4
LOC-DEL-01,2025-01-12 17:00,7.1,236,14.5,60.4
LOC-DEL-01,2025-01-12 18:00,5.6,288,9.9,71.6
LOC-DEL-01,2025-01-12 19:00,3.3,313,10.4,76.1
LOC-DEL-01,2025-01-12 20:00,4.0,301,7.8,71.4
LOC-DEL-01,2025-01-12 21:00,1.9,275,3.9,87.5
LOC-DEL-01,2025-01-12 22:00,0.5,205,2.8,83.1
LOC-DEL-01,2025-01-12 23:00,0.5,173,4.7,80.3
LOC-DEL-01,2025-01-13 00:00,6.1,315,2.0,78.4
LOC-DEL-01,2025-01-13 01:00,5.7,255,2.0,95.8
LOC-DEL-01,2025-01-13 02:00,2.2,195,2.0,94.4
LOC-DEL-01,2025-01-13 03:00,9.2,295,5.9,92.8
LOC-DEL-01,2025-01-13 04:00,9.5,282,6.9,81.8
LOC-DEL-01,2025-01-13 05:00,8.0,257,8.1,73.6
LOC-DEL-01,2025-01-13 06:00,9.0,220,7.5,69.5
LOC-DEL-01,2025-01-13 07:00,14.1,199,12.3,73.1
LOC-DEL-01,2025-01-13 08:00,11.2,259,12.5,67.2
LOC-DEL-01,2025-01-13 09:00,14.0,209,16.5,54.6
LOC-DEL-01,2025-01-13 10:00,10.8,289,16.0,58.6
LOC-DEL-01,2025-01-13 11:00,14.2,331,17.7,58.3
LOC-DEL-01,2025-01-13 12:00,13.4,294,18.2,52.9
LOC-DEL-01,2025-01-13 13:00,10.8,240,17.8,55.7
LOC-DEL-01,2025-01-13 14:00,8.5,238,14.8,65.8
LOC-DEL-01,2025-01-13 15:00,9.0,326,14.6,63.9
LOC-DEL-01,2025-01-13 16:00,6.3,6,13.0,63.9
LOC-DEL-01,2025-01-13 17:00,7.7,288,10.3,67.7
LOC-DEL-01,2025-01-13 18:00,5.1,263,9.7,69.4
LOC-DEL-01,2025-01-13 19:00,2.6,208,9.4,84.9
LOC-DEL-01,2025-01-13 20:00,1.2,343,5.9,90.4
LOC-DEL-01,2025-01-13 21:00,3.3,343,6.9,77.8
LOC-DEL-01,2025-01-13 22:00,0.8,224,2.5,82.0
LOC-DEL-01,2025-01-13 23:00,2.3,235,2.0,78.4
LOC-DEL-01,2025-01-14 00:00,3.5,307,2.4,77.2
LOC-DEL-01,2025-01-14 01:00,6.2,215,2.0,86.4
LOC-DEL-01,2025-01-14 02:00,3.6,267,5.6,85.1
LOC-DEL-01,2025-01-14 03:00,7.5,228,5.2,81.0
LOC-DEL-01,2025-01-14 04:00,7.8,229,6.3,70.4
LOC-DEL-01,2025-01-14 05:00,11.7,297,6.8,80.1
LOC-DEL-01,2025-01-14 06:00,13.4,276,8.4,68.4
LOC-DEL-01,2025-01-14 07:00,12.6,256,15.5,68.1
LOC-DEL-01,2025-01-14 08:00,14.6,313,14.2,61.7
LOC-DEL-01,2025-01-14 09:00,10.1,292,14.5,52.7
LOC-DEL-01,2025-01-14 10:00,14.8,22,15.3,46.2
LOC-DEL-01,2025-01-14 11:00,14.0,265,17.7,59.7
LOC-DEL-01,2025-01-14 12:00,13.7,284,19.4,53.5
LOC-DEL-01,2025-01-14 13:00,11.9,235,16.7,60.5
LOC-DEL-01,2025-01-14 14:00,11.1,269,17.7,52.5
LOC-DEL-01,2025-01-14 15:00,9.5,306,17.3,61.8
LOC-DEL-01,2025-01-14 16:00,8.0,210,16.1,65.3
LOC-DEL-01,2025-01-14 17:00,5.2,261,10.5,64.6
LOC-DEL-01,2025-01-14 18:00,4.9,291,10.1,72.6
LOC-DEL-01,2025-01-14 19:00,1.9,263,8.0,64.0
LOC-DEL-01,2025-01-14 20:00,5.9,324,4.2,80.5
LOC-DEL-01,2025-01-14 21:00,2.5,254,4.0,88.1
LOC-DEL-01,2025-01-14 22:00,1.2,277,2.2,81.5
LOC-DEL-01,2025-01-14 23:00,3.1,323,2.5,84.5
LOC-DEL-01,2025-01-15 00:00,0.5,312,3.4,77.6
LOC-DEL-01,2025-01-15 01:00,1.4,188,2.0,83.4
LOC-DEL-01,2025-01-15 02:00,3.8,153,3.9,86.8
LOC-DEL-01,2025-01-15 03:00,3.5,278,3.5,82.6
LOC-DEL-01,2025-01-15 04:00,8.2,226,6.0,80.4
LOC-DEL-01,2025-01-15 05:00,9.5,228,9.7,73.1
LOC-DEL-01,2025-01-15 06:00,10.7,347,9.3,65.6
LOC-DEL-01,2025-01-15 07:00,15.2,260,10.0,58.0
LOC-DEL-01,2025-01-15 08:00,12.0,352,13.0,67.7
LOC-DEL-01,2025-01-15 09:00,18.1,242,16.7,57.0
LOC-DEL-01,2025-01-15 10:00,16.6,340,18.0,58.5
LOC-DEL-01,2025-01-15 11:00,14.7,239,17.8,51.7
LOC-DEL-01,2025-01-15 12:00,12.5,278,21.0,55.7
LOC-DEL-01,2025-01-15 13:00,14.6,240,15.7,50.7
LOC-DEL-01,2025-01-15 14:00,13.4,302,15.4,59.7
LOC-DEL-01,2025-01-15 15:00,6.7,337,17.2,55.6
LOC-DEL-01,2025-01-15 16:00,10.7,295,13.5,61.2
LOC-DEL-01,2025-01-15 17:00,5.2,311,12.8,76.9
LOC-DEL-01,2025-01-15 18:00,8.1,292,10.1,71.3
LOC-DEL-01,2025-01-15 19:00,3.0,232,8.7,79.2
LOC-DEL-01,2025-01-15 20:00,6.9,220,4.4,67.7
LOC-DEL-01,2025-01-15 21:00,2.8,306,4.0,79.2
LOC-DEL-01,2025-01-15 22:00,1.7,282,4.4,80.1
LOC-DEL-01,2025-01-15 23:00,3.2,303,2.0,92.5
LOC-DEL-01,2025-01-16 00:00,3.2,211,3.0,90.9
LOC-DEL-01,2025-01-16 01:00,2.7,296,2.9,81.2
LOC-DEL-01,2025-01-16 02:00,5.6,346,4.9,83.1
LOC-DEL-01,2025-01-16 03:00,7.6,190,4.7,93.6
LOC-DEL-01,2025-01-16 04:00,10.6,300,7.1,79.4
LOC-DEL-01,2025-01-16 05:00,9.1,231,7.7,67.8
LOC-DEL-01,2025-01-16 06:00,14.3,287,9.1,72.9
LOC-DEL-01,2025-01-16 07:00,14.6,242,10.3,68.3
LOC-DEL-01,2025-01-16 08:00,11.6,299,13.8,62.6
LOC-DEL-01,2025-01-16 09:00,12.0,250,15.5,61.5
LOC-DEL-01,2025-01-16 10:00,17.5,252,18.0,55.1
LOC-DEL-01,2025-01-16 11:00,11.0,190,18.1,60.2
LOC-DEL-01,2025-01-16 12:00,12.1,25,15.7,61.3
LOC-DEL-01,2025-01-16 13:00,15.3,0,16.9,56.4
LOC-DEL-01,2025-01-16 14:00,13.0,296,20.0,63.1
LOC-DEL-01,2025-01-16 15:00,7.9,269,16.8,56.6
LOC-DEL-01,2025-01-16 16:00,9.4,312,13.7,60.2
LOC-DEL-01,2025-01-16 17:00,4.2,261,12.2,73.5
LOC-DEL-01,2025-01-16 18:00,4.8,264,8.9,60.7
LOC-DEL-01,2025-01-16 19:00,1.7,353,10.2,77.0
LOC-DEL-01,2025-01-16 20:00,2.4,226,7.8,80.4
LOC-DEL-01,2025-01-16 21:00,6.0,339,3.8,86.1
LOC-DEL-01,2025-01-16 22:00,2.3,190,2.3,77.4
LOC-DEL-01,2025-01-16 23:00,1.3,198,2.8,83.8
LOC-DEL-01,2025-01-17 00:00,0.5,140,2.8,82.3
LOC-DEL-01,2025-01-17 01:00,7.1,249,2.2,93.4
LOC-DEL-01,2025-01-17 02:00,3.0,283,2.2,85.3
LOC-DEL-01,2025-01-17 03:00,6.2,260,5.5,86.7
LOC-DEL-01,2025-01-17 04:00,7.5,286,4.7,73.4
LOC-DEL-01,2025-01-17 05:00,12.5,257,9.3,69.9
LOC-DEL-01,2025-01-17 06:00,6.2,309,10.0,66.3
LOC-DEL-01,2025-01-17 07:00,12.4,293,13.2,64.7
LOC-DEL-01,2025-01-17 08:00,14.8,213,11.7,59.9
LOC-DEL-01,2025-01-17 09:00,14.7,268,16.1,52.6
LOC-DEL-01,2025-01-17 10:00,12.5,233,14.5,62.8
LOC-DEL-01,2025-01-17 11:00,11.8,272,18.0,61.3
LOC-DEL-01,2025-01-17 12:00,13.5,253,18.6,58.5
